frequency, phase
0.32392868306535, -77.52475247524751
0.3478539777030556, -80.1980198019802
0.3924368508981834, -81.0891089108911
0.4476140960286468, -82.87128712871288
0.5161772881221057, -83.76237623762376
0.5823333997598386, -85.54455445544554
0.6789346927111544, -88.21782178217822
0.8225236192478187, -85.54455445544554
0.9589692449582865, -84.65346534653466
1.0584129832952867, -81.98019801980197
1.1241947756093271, -81.0891089108911
